,SELF_TRANSSEXUAL_PERSECUTION,Ich werde wegen Transgeschlechtlichkeit verfolgt.,تغرضت للملاحقة أو الإضطهاد لاني ترانس (عابر الجنس),تعرضت للملاحقة و الإضطهاد لاني ترانس (عابر الجنس),,Taradet llmulahaka wal Idtihad la eni Transsexual (Aber Jins,,I'm being persecuted for being transgender,Je me fais persécuter à cause de ma transsexualité,"Preganjajo me, ker sem transseksualec (m), preganjajo me, ker sem transseksualka (f)",Ik word vervolgd omdat ik transgender/transseksueel ben.,ኣነ ብሰንኪ ናተይ ሰገር፡ጾታዊነት እየ ተገፊዐን ተሳኪየን ,ane bsenki natey seger Tsotawinet eye tegefi'En Tesakiyen,,,,,ميں تبديلی جنس کی وجہ سے ظلم کا شکار ھوں,Mein tabdeeli jins ki waja se zulm ka shikar hon,আমি হিজড়া হবার কারণে নির্যাতিত ,ami hijra hobar karone nirjatito,به خاطر فراجنسیتی بودنم اذیت شده ام.,be khatere farajensi boodanam aziat shodam,,,,,Po më persekutojnë sepse jam transgjinor,Proganjaju me jer sam transrodna osoba.,"Jestem prześladowany (/prześladowana), ponieważ jestem osobą transseksualną.",Ме прогонуваат затоа што сум транссексуален.,,"Меня преследуют из за того, что я транссексуал",,jsem stíhaný protože jsem transexuál,,,,Ez ji ber nasnameya xwe ya trans-zayendî hetime astengkirin.,S: Jag blir förföljd på grund av att jag är transexuell N: Jeg blir forfulgt på grunn av at jeg er transkjønnet D: Jeg bliver forfulgt fordi jeg er transkønnet,,,"Minua vainotaan, koska olen transsukupuolinen.",,Sono perseguitato a causa del mio transessualismo.,Transseksüel olduğum için zulüm yaşiyorum,Estoy siendo perseguido por ser transgénero,"Üldöznek, mert transznemű vagyok.",Estou a ser perseguido(a) por ser transsexual.,Diokome epidi ime trans,Διώκομαι επειδή είμαι τρανς,Sunt urmãrit pentru cã sunt transgender/transsexual.,,,"Mane persekioja dėl to, kad aš esu translytis",[Inaapi/inaalipusta] ako dahil isa akong transgende,,,
,NOT_SAFE_AT_PLACE_OF_STAY,Ich bin in meiner Unterkunft nicht sicher.,مش امان في مكان سكني,لا اشعر بأمان في مكان سكني,,Ana lassto beamman fi makan sakani,,I'm not safe where I'm staying.,Je ne suis pas en sécurité dans mon logement,"V bivališču nisem varen (m), V bivališču nisem varna (f)",Ik ben niet veilig waar ik verblijf., ኣነ ኣብዚ ዘለኩዎ ድሕነት፨ውሕስነት ኣይስመዓንን አዩ,Ane Abzi zelekuwo dihnet/Wuhsinet aysimeanin eyu,,,,,ميں جہاں ٹھہرا ھوں وہاں ميں محفوظ نہيں ھوں,Mein jahan thehra hon wahan mein mehfooz nahin hon,আমি আমার থাকার জায়গাটায় নিরাপদ নই ,ami amar thakar jaygatay nirapod noi,جایی که هستم امن نیست,jayi ke hastam amn nist,جایی که هستم امن نیست,jaayi ke astam amin nest,,,Nuk jam i sigurtë aty ku po rri,Tu gdje (gde) se nalazim nisam na sigurnom.,"Tam, gdzie przebywam, nie jestem bezpieczny (bezpieczna, f.)",Таму каде живеам не сум сигурен.,,,,v mém bydlišti jsem v nebezpečí,,,,"Ez li ciyê xwe yê mayî, ne ewle me.",S: Jag är inte säker där jag bor nu N: Jeg er ikke trygg der jeg bor,,,En ole turvassa nykyisessä olinpaikassani.,,A casa non sono al sicuro,Ben yaşadığım yerde güvende değilim,No estoy seguro (a) donde me estoy alojando,Itt nem vagyok biztonságban.,Não estou seguro(a) no sítio onde vivo agora.,Den ime asfalis eki pu meno,Δεν είμαι ασφαλής εκεί που μένω,Nu sunt în siguranţã în cazarea mea.,,,"Ten kur aš apsistojęs, yra nesaugu",Hindi ako ligtas sa aking kinaroroonan,,,
,UNDERGOING_GENDER_TRANSITION,Ich mache eine Geschlechtsangleichung.,ان عامل عملية تغيير جنس,انا أجريت عملية تغيير جنس,,Ana amel amaliet tagyer jins,,I am transitioning genders,Je fais un changement de sexe.,Spreminjam spol,Ik ben van geslacht aan het veranderen.,ኣነ ኣብ ጾታ ምቅይያር አየ ዘለኹ,Ane Ab tsota Miqiyiyar eye zelekhu,,,,,ميری جنس تبديل ھو رہی ھے,Meri jins tabdeel ho rahi hai,আমি আমার লিঙ্গ পরিবর্তন করছি ,ami amar lingo poriborton korchhi,من در حال گذار جنسیتی هستم,man dar hale gozare jensiati hastam,,,,,Jam duke ndryshuar gjininë,U procesu sam promjene (promene) roda.,Zmieniam płeć.,Го менувам својот пол.,,Я в процессе смены пола,,,,,,Ez emeliyate zayend guhertinê dikim niha.,S: Jag är mitt i ett könsbyte N: Jeg er i et kjønnsbytte,,,Minulla on sukupuolenkorjausprosessi meneillään. ,,Sto cambiando sesso,Ben bir cinsiyet uyumu yapıyorum,Me estoy haciendo un cambio de sexo,A nemváltás folyamatában vagyok.,Estou num processo de transição de género.,Ime se diadikasia alagis filu,Είμαι σε διαδικασία αλλαγής φύλου,Îmi schimb sexul.,,,Aš keičiu lytį,,,,
,NEED_HORMONES,Ich nehme / brauche Hormone / Testosteron / Östrogene., انا باخد تستسترون / استروجين,أنا أتعالج يلزمني هرمون تستسترون / استروجين,,"Ana bakhod / Ana Lazimni Hermon Testosteron, Ostragen",,I take / I need hormones / testosterone / estrogen,Je prends/ J'ai besoin d'hormones/ de testostérone/d'œstrogène,Jemljem / potrebujem / hormone / testosteron / estrogen,Ik slik hormonen / testosteron / oestrogeen; Ik heb hormonen / testosteron / oestrogeen nodig.,ኣነ ሆርሞን፨አስትሮጅን፨ተስተስተሮን ኪወስድ የድሊየኒ አዩ,Ane Hormone/estrogen/testestern kiwesid yedelyeni eyu,,,,,ميں ليتا ہوں مجھے ضرورت ہے ہارمون / ٹيسٹوسٹيرون / ايسٹروجن کی,Mein leta hon / Mujhe zaroorat hai hormones / testosteron / estrogen ki,আমার হরমন/টেস্টস্টেরন/এস্ট্রোজেন নিতে হয়,amar hormon/testosteron/estrojen nite hoy,من هورمون / تستوسترون / استروجن / مصرف می کنم.,man hormon / testosteron / estrogen masraf mikonam,من هورمون / تستوسترون / استروجن / مصرف می کنم.,man hormon / testosteron / estrogen masraf mekonam,,,Marr/kam nevojë për hormone/testosteron/estrogjen,Uzimam / trebam hormone / testosterone / estrogen.,Biorę/potrzebuję hormonów/estrogenu/testosteronu.,Земам / барам хормони / тестостерон / естроген,,Я принимаю/мне необходимы гормоны/тестостерон/эстроген,,užívám hormony,,,,Pêwistiya min bi hormon/testestoron/ostrojen heye.,S: Jag tar / Jag behöver Hormoner / Testosteron / Östrogen N: Jeg tar / Jeg trenger Hormoner/ Testosteron / Østrogen D: Jeg tager/ Har brug for Hormoner / Testesteron/ Østrogen,,,Käytän / Tarvitsen hormoneja / testosteronia / estrogeeniä.,,Prendo/ Ho bisogno degli ormoni/ di testosterone/ di estrogeni,Hormona / Testosterona / Östrojene ihtiyacim var,Necesito hormonas (testosterona/estrógeno),Hormonokra (tesztoszteronra / ösztrogénre) van szükségem.,Tomo / preciso de hormonas / testosterona / estrogénio.,Perno/hriazome ormones/ testosteroni/ istrogona,Παίρνω/χρειάζομαι ορμόνες/ τεστοστερόνη/ οιστρογόνα,Am nevoie de hormoni/testosteron/estrogen.,,,Aš vartoju hormonus / testosteroną / estrogenus,[Gumagamit ako / kailangan ko] ng [hormones/testosterone/estrogen],,,
,NEED_TESTOSTERONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NEED_ESTROGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NEED_HORMONE ,Ich brauche (Hormon) Spritzen / Gel / Tabletten.,أنا بحاجة لأبر، جيل، كريم، حبوب,أنا بحاجة (لأبر، جيل، كريم، حبوب),,"ana bihaje la ubar, gel, Krem, Hubub",,I need (hormone) shots / gel / pills,J'ai besoin de doses/gel/pilules d'hormones,Potrebujem (hormonske) injekcije / gel / tablete,Ik heb (hormoon)prikken / gel / tabletten nodig.,ኣነ ናይ ሆርሞን ከኒና ወይ ከኣ መርፊእ ኪውጋእ ይደልይ ኣለኹ,Ane nay hormon kenina wey kea merfie kiwigae ydeli alekhu,,,,,مجھے ضرورت ہے (ہارمون) انجکشن / جيل / گوليوں کی,Mujhe Zaroorat hai (hormone) injection / gel / golion ki,আমার ইনজেকশন/জেল/বড়ি (ট্যাবলেট) প্রয়োজন ,amar injekshon/jel/bori (tablet) proyojon,من  شات / جل / قرص (هورمون) نیاز دارم.,man shot / gel / ghors e (hormon) niaz daram,من  شات / جل / قرص (هورمون) نیاز دارم.,man shot/ geld/hormon niaz darom,,,Kam nevojë për injeksionin/xhelin/tabletën (me hormone),Potrebne su mi injekcije / gel / tablete.,Potrzebuję hormonalnych zastrzyków/hormonalnego żelu/hormonalnych tabletek.,Барам хормонски инјекции / гел / апчиња,,Мне необходимы (гормональные) уколы/гель/таблетки,,potřebuji injekci/mast/tablety,,,,Hewcedariya min bi derzî/jel/heban heye.,S: Jag behöver (hormon) sprutor/gel/tabletter N: Jeg trenger (hormon) sprøyter/gel/piller,,,Tarvitsen (hormoni-)injektion / geeliä / tabletteja.,,Ho bisogno di dosi/gel/pillole di ormoni,şırıngaya / kreme / ilaca ihtiyacim var,Necesito shots/gel/pastillas (de hormonas),Injekcióra / zselére / tablettára van szükségem.,Preciso de injeções / gel / comprimidos (hormonais).,Hriazome enesi/gel/ hapia ormonis,Χρειάζομαι ένεση/τζελ/ χάπια ορμόνης,Am nevoie de injecţii/gel/tablete.,,,Man reikia (hormonų),,,,
,NEED_SHOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NEED_GEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NEED_PILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,COUNSEL_HOMOSEXUALITY_LOCATION_Q,Wo gibt es Beratung zu Homosexualität / Transgeschlechtlichkeit?,وين في مراجعة (مساعدة) للمثليين جنسياً أو عابري الجنس,أيوجد هنا مكان (مساعدة) للمثليين جنسياً أو عابري الجنس؟,,Win fi Muraga' (Musa'de) llmuthleen jenseeyan/ Transsexual,,Is there a counselor who specializes in homosexuality / transgender?,Où y a-t-il une consultation/de l'aide concernant l'homosexualité / la transsexualité?,"Obstaja svetovalec, specilaiziran za homoseksualnost / transseksualnost?",Is er een gespreksbegeleider/adviseur die is gespecialiseerd in homoseksualiteit/transseksualiteit?,ብዛዕባ ጉዳይ ግብረ፡ሰዶም ከማክር ዝኽእል ኪኢላ ኣሎዶ፧ ,BiZaeba guday gibre-sedom kemakir zikiel Kiela alo do?,,,,,کيا يہاں کوئ قانونی مشورہ دينے والا ہے جو ہم جنس پرستی / دوسری جنس کے علم کا ماہر ہو,Kia yahan koi kanooni mashwara dene wala hai jo hum jins parasti / doosri jins ke ilm ka mahar ho,সমকামিতার ব্যাপারে কার সঙ্গে আলোচনা করা যায়/কথা বলা যায় ,shomokamitar bapare kar shonge alochona kora/kotha bola jay?,آیا مشاوری با تخصص همجنگرایی / فراجنسی هست؟,Aya moshaveri ba takhasose hamjensgarayi / farajensgarayi hast?,,,,,A ka një këshillues të specializuar për homoseksualët / transgjinorët?,Gdje mogu pronaći savjetovalište (savetovalište) za homoseksualce / transgender osobe?,"  Czy jest dostępny doradca, który zajmuje się homoseksualizmem/zmianą płci?  /  *homoseksualistami/transgenderystami/transseksualistami",Дали има советник кој е специјализиран за хомосексуалноста?,,"Здесь имеется терапевт, специализирующийся в вопросах гомосексуальности/трансгендерности?",,kde je poradna pro homosexualitu,,,,Şêwirmendekî ji bo homeseksuel/trans-zayenda heye gelo?,S: Jag behöver rådgivning angående homosexualitet/transsexualitet N: Jeg trenger rådgiver angående homoseksualitet/transseksualitet,,,Mistä saisin seksuaali- ja sukupuolivähemmistöihin erikoistunutta neuvontaa?,,Dov'è un consulente specializzato nell'omosessualità e transessualismo?,Eşcinsellik / Transseksüellik hakkinda nerede danışmanlık bulabilirim?,¿Hay algún abogado especializado en casos de homosexualidad/transgénero?,Hol találhatok LMBT tanácsadó központot?,Existe algum orientador/advogado especializado em homossexualidade / transsexualidade?,"Iparhi kapios simvulos pu idikevete se zitimata filu? (omofilofilia,diemfilikotita)","Υπάρχει κάποιος σύμβουλος που ειδικεύεται σε ζητήματα φύλου; (ομοφυλοφιλία,διεμφυλικότητα)",Unde existã consultanţã pentru homosexuali/transsexuali?,,,"Ar yra patarėjas, specializuojantis homoseksualumo / lyties tapatybės klausimais?",,,,
,ADDRESS_AS_MAN,Bitte sprechen Sie mich als Mann / als Frau an.,اعمل معروف حاكيني بالمؤنث / المذكر,من فضلك خاطبني بلغة المذكر\ المؤمث,,Emel Ma'ruf Hakini bel Muanath / Muzakar,,Please address me as a man / woman,"S'il vous plaît, parlez-moi comme à un homme / une femme",Prosim govorite z mano kot z moškim / žensko,Spreekt u mij alstublieft aan als een man/een vrouw.,ብኽብረትካ ንዓይ ከም ሰብኣይ፨ሰበይቲ ጌርካ ጸዉዓኒ,Bikibretka NiAy kem Sebay/Sebeyti gerka Tsewuani,,,,,براے مہربانی مجھے جناب / محترمہ کہ کر مخاطب کريں,Baraey meherbani mujhe janab / mohtarma keh kar mukhatib karein,আমাকে দয়া করে পুরুষ (ছেলে)/নারী (মেয়ে) হিসেবে সম্বোধন করুন ,amake doya kore purush (chhele) /nari (meye) hishebe shombodhon korun,,,,,,,Ju lutem mu drejtoni si grua/burrë,"Molim Vas, obraćajte mi se u muškom / ženskom rodu.",Proszę się do mnie zwracać jak do mężczyzny/kobiety.,Обраќајте ми се како на жена / маж.,,"Пожалуйста, обращайтесь ко мне как мужчине/женщине",,oslovujte mne pane/pani,,,,Ji kerema xwe bi min re weke ez mêr im/jin im biaxive,S: Vänligen tilltala mig som en man/kvinna N: Vennligst tiltal meg som en mann/kvinne,,,"Minusta tulee puhua miehenä/naisena.
",,Mi parli come a un uomo/a una donna,Bana bir kadin / erkek olarak hitab edin,"Por favor, diríjase a mí como un hombre/ una mujer","Kérem, kezeljen férfiként/nőként.","Por favor, dirija-se a mim como um homem / mulher.",Parakalo na me prosfonite os adra/gineka,Παρακαλώ να με προσφωνείτε ως άντρα/γυναίκα,Vã rog sã vã adresaţi mie ca şi unui bãrbat/unei femei.,,,"Prašau kreiptis į mane, kaip į vyrą/moterį","Kausapin mo ako bilang lalaki/babae
",,,
,ADDRESS_AS_WOMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EXAMINATION_BY_MAN,Ich möchte von einem Mann / von einer Frau untersucht werden.,بدي تفحصني مرا/ بدي يفحصني رجال,أريد أن تفحصني إمرأة/ رجل,,Ana ourid Fahssi min kebal Rajol/ Marra,,I would like to be examined by a man / woman.,Je voudrais être examiné par un homme / une femme.,Želim pregled s strani moškega / ženske.,Ik wil graag door een man/een vrouw onderzocht worden.,ኣነ ብሰብኣይ፨ብሰበይቲ እየ ኪምርመር ዚደሊ,Ane Bisebay/Bisebeyti Eye kimirmer zdeli,,,,,ميں اپنا معائنہ آدمی / عورت سے کروانا چاہتا / چاہتی ھوں,Mein apna moaina admi / aurat se karwana chahta / chahti hon,আমি চাই আমাকে একজন পুরুষ/মহিলা পরীক্ষা করুক ,ami chai amake ekjon purush/mohila porikkha koruk,من دوست دارم با یه مرد / زن معاینه بشم,doos daram ba ye mard / zan moayene besham,می خواهم که با یکی مرد / زن معاینه باشم,Mekhaayam ke baa yaki mard / zan moaayena baasham.,,,Dua të më ekzaminojë një grua,Želim da me pregleda muškarac / žena.,"Chciałbym (Chciałabym, f.), aby przebadał mnie mężczyzna/kobieta.",Би сакал да ме прегледа маж / жена,,Я хотел бы чтобы меня проверял(a) мужчина/женщина,,chci aby mne prohlédl muž/žena,,,,Ez dixwazim ku bijîşkekî mêr/jin min muayene bike.,S: Jag skulle vilja bli undersökt av en man/kvinna. N: Jeg ønsker å bli unnersøkt av en mann/kvinne,,,"Haluan, että minut tutkii mies/nainen.",,Vorrei essere esaminato/esaminata da un uomo/una donna.,Bir erkek / kadin tarafindan muayene olmak istiyorum,Quisiera ser examinado por un hombre/una mujer,Szeretném ha egy férfi/nő vizsgálna meg.,Quero ser examinado(a) por um homem / mulher.,Tha ithela na me eksetasei adras/gineka giatros,Θα ήθελα να με εξετάσει άντρας/γυναίκα γιατρός,Doresc sã fiu consultat de un cãtre un bãrbat/o femeie.,,,"Aš norėčiau, kad mane tirtų vyras/moteris",[Gusto/nais] kong [magpasuri/magpatingin] sa isang [lalaki/babae],,,
,EXAMINATION_BY_WOMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Medical phrases: see separate doc: https://docs.google.com/spreadsheets/d/1H2b1vFHTM5PDXu7bAVJqw9giF8Tyn7bLcw9WqgIq3Rs/edit?usp=sharing
based on website: http://www.davecurtis.net/phrasebook/medicalphrases.en.de.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TIPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,," - write personal messages/requests to FB groups/persons who speaking languages, that are not yet translated here.
 - (for main doc. editor) categorize raws by topic before print
 - (for main doc. editor) File/ Email collaborators - ask them to finish untranslated/new texts
 - (for main doc. editor) Icons could be the first raw. It is easier to find a topic using visual search instead of reading all the text to find what you need.
 - (for main doc. editor) Split width of table in half. Print one half on front of A3 landscape paper, the other half on the back. Icons and ""Your countrie's language"" column could repeat on both sides.
 - (for main doc. editor) before printing select all text than from the menu bar press ""Text Wrapping/ Wrap"" to be sure that text won't be clipped, and not fully visible
- only one meaning per cell. No alternatives. Choose one. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,printable version available at: https://en.wikibooks.org/wiki/Refugee_Phrasebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DUPLICATES,,,,,,,,,,,,,,,,,,,,,,,,,,Dublikime,Duplikati,Duplikati,дупликати (duplikati),,,,,,,,,,,,,,,,,Dupla,,,,Duplicate,,,Duplikatai,,,,
,,(der) Bruder,أخ,,,,,brother,frère,brat,(de) broer,,,,,,,بھائی,Bhai,ভাই ,bhai,,,برادر,baraadar,,,Vëlla,brat,brat,брат,,брат,,bratr,,,,bira,S: bror,,,veli,,(il) fratello,Abi / erkek kardeşi,hermano,testvér,,aderfos,αδερφός,Frate,,,Brolis,,,,
,,(die) Schwester,أخت,,,,,sister,soeur,sestra,(de) zus,,,,,,,بہن,Bahen,বোন ,bon,,,خواهر,khwaar,,,Motër,sestra,siostra,сестра,,сестра,,sestra,,,,xwişk,S: syster,,,sisko,,(la) sorella,Abla / kiz kardeşi,hermana,testvér,irmã,aderfi,αδερφή,Soră,,,Sesuo,,,,
,,Ich habe Durst.,أنا عطشان ,,,ana atschan,,I'm thirsty.,j'ai soif,žejen sem (m)  žejna sem (f),Ik heb dorst,,,,,,,مجھے پیاس لگی ہے,Mujhey pyaas lagi hai,আমার পিপাসা লেগেছে / আমি পানি খাব,amar pipasha legechhe / ami pani khabo,تشنه ام,teshne am,تشنه هستم,toshna hastum,,,Kam etje.,Žedan sam (m) / Žedna sam (f),Jestem spragniony / Chce mi się pić,Жеден сум (Zheden sum (m)) / Жедна сум (Zhedna sum (f)),,я хочу пить (испытываю жажду),,"S: Som smädný.
C: Mám žízeň.",,,zhaden sum / жаден съм,Ez tî me.,"S: Jag är törstigN: Jeg er tørst
D: Jeg er tørstig",,,Minulla on jano.,Ég er þyrstur. (m)  ég er þyrst. (f),Ho sete,Susadım,Tengo sed,Szomjas vagyok.,Tenho sede,dipsào,διψάω,Îmi este sete.,,dzarav em ,Aš ištroškęs,Nauuhaw ako,,,
,,in einem Tag,خلال يوم واحد           / بيوم واحد,,,Khlial yawm wahed      / Beyoum ouahid,,In one day,dans un jour,V enem dnevu.,"over één dag
",,,,,,,ایک دن میں۔,"Ek din mei.
",এক দিনের ভেতরে,ekdiner bhetore ,دریک روز,dar yek rooz,"
دریک روز",dar yak roz,وروسته له یوې ورځې    ,wrosta la yawe wraze,Për një ditë,Za jedan dan,Za jeden dzień.,За еден ден (Za eden den),,Через день,,"S: Za jeden deň
C: Za jeden den",,له یه ک روژدا,za edin den / за един ден,Di rojekê de,"S: På en dag N: På en dag
D: På en dag",,,päivän päästä,,Tra un giorno,Bir günde,En un día,1 nap múlva,Em 1 dia,Se mía méra,Σε μία μέρα,Într-o zi,,,Po vienos dienos,Sa loob ng isang araw,,,
,,in einer Stunde,خلال ساعة واحدة    /  بساعة,,,Khilal sa'a wahhida   / Bisaáa,,in one hour,dans une heure,V eni uri.,"over één uur
",,,,,,,ایک گھنٹے میں۔,"Ek ghantey mei.
",এক ঘন্টার ভেতরে,ek ghontar bhetore,دریک ساعت,dar yek saa’at,دریک ساعت,dar yak saa'at,يو ساعت وروسته   ,yaw saa'at wrosta,Për një orë,Za sat vremena,za godzine,За еден час (Za eden chas),,Через час,,"S: Za hodinu
C: Za hodinu",,له یه ک سه عاتدا,za edin chas / за един час,Di saetekê de,"S: Om en timme N: Om en time
D: Om en time",,,tunnin päästä,,Tra un’ora,Bir saatte,En una hora,1 óra múlva,Em 1 hora,Se mía óra,Σε μία ώρα,Într-o oră,,,Po vienos valandos,Sa loob ng isang oras,,,
,,Ich habe Kopfschmerzen.,"اعاني من صداع في الرأس
",,,Ou'ani min soudaa fi alrass,,I have a headache,j'ai mal à la tête,Imam glavobol.,Ik heb hoofdpijn.,,,,,,,میرے سر میں درد ہے,Mere sar mei dard hai,আমার মাথা ধরেছে / আমার মাথা ব্যথা করছে,amar matha dhorechhe,سر درد دارم ,Sar dard daram.,سرم درد می کند.,Saram dard mekona.,زما سر خوږیږي    ,zma sar khugegi,Kam dhimbje koke,Imam glavobolju.,boli mnie głowa,Ме боли главата (Me boli glavata),,у меня болит голова/ головная боль,,"S: Bolí ma hlava
C: Bolí mě hlava",,سه رهیشه م هه یه,,Serê min diêşe,"S: Jag har ont i huvudet
N: Jeg har vondt i hodet
D: Jeg har hovedpine",,,Minulla on päänsärkyä.,,Mi fa male la testa,Başım ağrıyor,Me duele la cabeza,Fáj a fejem,Dói-me a cabeça.,èho ponokèfalo,έχω πονοκέφαλο,Mă doare capul,,,Man skauda galvą,Masakit ang ulo ko,,,
,,(das) Brot,"خبز, عيش",,," khubz, 'aysh",,bread,(du) pain,Kruh,(het) brood,,,,,,,روٹی,Roti,রুটি,ruti,نان،نون,noon/naan,نان خشک,naane khoshk,وچه ډوډۍ    ,wacha dodey,Bukë,"kruh (hljeb, hleb)",chleb,Леб (Leb),,Хлеб,,"S: chlieb
C: chléb / chleba",, نان,Hlyab / Хляб,Nan,"S: Bröd N: Brød
D: Brød",,,leipä,,Pane,ekmek,Pan,Kenyér,Pão,psomí,ψωμί,Pâine,,,Duona,Tinapay,,,
,,(die) Milch,حليب ,,,halíb,,milk,(du) lait,Mleko,(de) melk,,,,,,,دودھ,Doodh,দুধ,dudh, شیر,shir, شیر,shir,شوده   ,showdá,Qumësht,mlijeko / mleko,mleko,Млеко (Mleko),,Молоко,,"S: mlieko
C: mléko",,شير,mliako / мляко,Şîr,"S: Mjölk N: Melk
D: Mælk",,,maito,,Latte,Süt,Leche,Tej,Leite,Gála,Γάλα,Lapte,,,Pienas,Gatas,,,
,,(der) Löffel,ملعقة,,,Mil'aka,,spoon,cuillère,žlica,(de) lepel,,,,,,,چمچا,Chamcha,টেবিল চামচ ,tebil chamoch,قاشق,ghaashogh,قاشق / چمچه,qaashoq / chamcha,,,lugë,žlica (kašika),łyżka,Лажица (lazhica),,ложка,,C: lžíce,,,,kevçî,S: Sked D:Ske,,,lusikka,,cucchiaio,kaşık,Cuchara,kanál,Colher,kutalia,κουτάλια,Lingură,,,Šaukštas,,,,
,,(die) Gabel,شوكة,,,Shawka /shoka,,fork,fourchette,vilica,(de) vork,,,,,,,کانٹا,Kaanta,কাঁটা চামচ ,kata chamoch,چنگال,changaal,پنجا,panjaa,,,pirun,vilica / viljuška,widelec,Вилушка (vilushka),,вилка,,C: vidlička,,,,çetel,S+D: Gaffel,,,haarukka,,forchetta,çatal,Tenedor,villa,Garfo,piruni,πιρούνι,furculiță,,,Šakutė,,,,
,,(das) Messer,سكين,,,Sikkin,,knife,couteau,nož,(het) mes,,,,,,,چاقو,Chaqu,ছুড়ি / চাকু ,chhuri/chaku,چاقو ,chaaghu,کارد,kaard,,,thikë,nož,nóż,Нож (nozh),,нож,,C: nůž,,,,kêr,S: Kniv/Bordskniv D: Kniv,,,veitsi,,coltello,bıçak,Cuchillo,kés,Faca,maheri,μαχαίρι,cuțit,,,Peilis,,,,
,,(der) Teller,صحن,,,Sahen,,plate,assiette,krožnik,(het) bord,,,,,,,پلیٹ,Plate,থালা ,thala,بشقاب,boshghaab,بشقاب,beshqaab,,,pjatë,tanjur,talerz,Чинија (chinija),,тарелка,,C: talíř,,,,"sênîk, teyfik",S: Tallrik D: Tallerken,,,lautanen,,piatto,tabak,Plato,tányér,Prato,piato,πιάτο,farfurie,,,Lėkštė,,,,
,,(die) Trinkglas,كأس,,,Ka's,,glasses,Verres,kozarec,(het) glas,,,,,,,گلاس,Gilas,গ্লাস ,glas,لیوان,livaan,گیلاس,gilaas,,,gota,čaše,okulary,Чаши,,стакан,,sklenice,,,,berçavk,,,,lasit,,Bicchieri,gözlük,Vaso,pohár,óculos,potiri,ποτήρι,pahar,,,Akiniai,,,,
,,(der) Tasse,فنجان,,,Finjan,,cup,tasse,skodelica,(de) kop; (het) kopje,,,,,,,پیالہ / کپ,Pyala / Cup,কাপ ,kap,فنجان, fenjaan,پیاله,piyaala,,,filxhan,"šalica (šolja, šoljica)",filiżanka,Шоља (Sholja),,чашка,,C: pohár,,,,fincan,S: Kopp D: Kop,,,kuppi,,Tazzina,fincan,Taza,csésze,Chávena,flitzani,φλιτζάνι,cană,,,Puodelis,,,,
,,(das) Hemd,قميص,,,Alqamis,,shirt,chemise,srajca,(het) shirt,,,,,,,قمیض,Qameez,শার্ট / জামা ,shart / jama,پیراهن/ بلوز ,bolooz/ pirahan, بلوز ,bolooz,,,bluzë,košulja,koszula, Кошула (koshula),,рубашка,,S: košeľa C: košile,,,,gomlek,S: skjorta N: Skjorte,,,paita,,Maglietta,gömlek,(la) camisa,ing,camisa,pukamiso,πουκάμισο,cămașă,,,Marškiniai,,,,
,,(der) Rock,تنورة,,,Tanoura,,skirt,jupe,krilo,(de) rok,,,,,,,اسکرٹ,Iskirt,স্কার্ট ,skart,دامن ,daaman,دامن ,daaman,,,fund,suknja,sukienka,сукња (suknja),,юбка,,S: sukňa C: sukně,,,,Eteq,S: Kjol N: Skjørt,,,hame,,gonna,etek,(la) falda / pollera,szoknya,saia,fousta,φούστα,fustă,,,Suknelė,palda,,,
